R vR err_vR vT err_vT V-B V Mass
0.1258 15.8832 1.1666 7.0137 1.1706 0.8236 7.0145 0.6053
0.2718 2.5274 2.2567 5.7251 2.2590 1.3138 9.9461 0.3479
0.2201 4.3424 3.2369 12.7343 3.2171 1.4279 11.1904 0.2008
0.2839 -0.7600 1.5624 -0.1817 1.5645 1.1346 8.8387 0.4602
0.2724 -4.4937 1.0583 -1.2725 1.0368 0.4380 4.0912 0.8153
0.2007 8.3575 1.1014 15.0984 1.1029 0.6682 6.1585 0.6751
0.1867 -7.7539 2.2826 4.9458 2.2852 1.3176 9.9754 0.3442
0.2925 2.9948 2.9017 16.9991 2.9402 1.3799 10.6463 0.2554
0.1850 8.4951 1.0581 -7.5156 1.0401 0.4601 4.4595 0.7996
0.1149 3.4229 1.0593 5.5707 1.0366 0.4363 4.0044 0.8184
0.2649 8.8781 3.1926 -1.2792 3.2051 1.4057 10.9588 0.2211
0.2284 0.4537 1.2195 17.1286 1.2171 0.9042 7.5206 0.5656
0.2757 -0.7519 1.1226 6.7939 1.1213 0.7194 6.4469 0.6512
0.1935 -4.2434 1.1307 1.1996 1.1280 0.7401 6.5531 0.6424
0.2481 12.4600 1.1830 -13.4031 1.1848 0.8545 7.2079 0.5903
0.1985 -4.4708 1.2166 9.6016 1.2146 0.9013 7.5031 0.5669
0.2780 8.9486 1.0578 -10.8969 1.0370 0.4396 4.1346 0.8137
0.1585 5.2463 1.7206 12.6480 1.7264 1.1961 9.1867 0.4289
0.2158 3.8104 1.5181 -9.3713 1.5187 1.1161 8.7372 0.4688
0.0762 -0.6458 2.2884 -0.2228 2.2910 1.3184 9.9820 0.3434
0.2456 -6.0963 1.0658 3.3275 1.0659 0.5149 5.1000 0.7602
0.2915 -8.1116 1.7203 -7.8873 1.7261 1.1959 9.1860 0.4290
0.2459 -7.5209 1.2354 6.7615 1.2315 0.9207 7.6187 0.5582
0.0851 0.7064 2.0662 3.0936 2.0677 1.2821 9.7213 0.3742
0.2720 -4.1967 1.0597 -2.4772 1.0365 0.4364 3.9698 0.8196
0.1355 4.3105 1.0691 21.8973 1.0712 0.5321 5.2525 0.7489
0.2695 -3.0626 1.1794 -5.2439 1.1816 0.8477 7.1655 0.5936
0.1794 4.4494 1.1275 -5.4125 1.1253 0.7318 6.5105 0.6459
0.2753 -5.8701 1.1780 3.3504 1.1804 0.8451 7.1491 0.5948
0.2431 -10.1639 1.1339 -5.6760 1.1307 0.7477 6.5948 0.6391
0.2274 -33.4744 2.6716 2.5402 2.7019 1.3612 10.4064 0.2867
0.1477 -8.6709 1.0699 -2.3309 1.0724 0.5365 5.2902 0.7460
0.2166 4.7606 1.6687 -5.9258 1.6737 1.1769 9.0759 0.4392
0.2491 2.3080 1.1530 8.5880 1.1543 0.7926 6.8406 0.6193
0.2099 -2.5466 1.0831 17.1334 1.0789 0.6060 5.7922 0.7054
0.1275 1.5061 1.1422 -0.0964 1.1409 0.7672 6.7014 0.6306
0.2285 -2.9794 1.6021 -10.4411 1.6056 1.1510 8.9298 0.4523
0.1371 0.0275 2.8898 -7.7643 2.9293 1.3790 10.6345 0.2569
0.2710 3.2103 1.1578 5.2667 1.1603 0.8039 6.9031 0.6143
0.2107 0.4632 1.0632 -11.2098 1.0599 0.5008 4.9555 0.7704
0.1230 20.1764 1.4721 -5.2466 1.4711 1.0977 8.6317 0.4779
0.2194 -5.7810 1.1374 -4.5205 1.1350 0.7561 6.6404 0.6354
0.2178 -3.1484 2.0664 -19.9756 2.0678 1.2822 9.7215 0.3741
0.0329 14.8767 1.5284 -16.9183 1.5293 1.1204 8.7608 0.4668
0.0510 -5.6118 3.2014 -18.0586 3.2075 1.4099 11.0046 0.2167
0.2056 5.0482 1.2296 -6.2935 1.2263 0.9147 7.5831 0.5609
0.2519 -16.2337 1.1027 -2.2475 1.1046 0.6726 6.1836 0.6730
0.2627 -2.1129 1.0890 10.2081 1.0865 0.6254 5.9105 0.6956
0.0900 5.1614 1.8266 16.0915 1.8334 1.2315 9.4004 0.4080
0.2521 -0.3656 1.4071 -18.3158 1.4071 1.0578 8.4057 0.4966
0.1299 -0.4400 1.0832 1.3456 1.0789 0.6065 5.7953 0.7051
0.0270 -11.7496 3.1907 -2.1038 3.2046 1.4048 10.9488 0.2221
0.2362 -0.1312 1.0612 -16.4916 1.0518 0.4875 4.8018 0.7805
0.2078 -5.1319 1.7390 1.1619 1.7450 1.2027 9.2258 0.4252
0.2910 -8.7322 1.0785 -8.7466 1.0778 0.5803 5.6259 0.7191
0.2373 3.0030 1.0591 0.3454 1.0367 0.4365 4.0261 0.8177
0.1696 -3.3887 1.1229 -1.9738 1.1215 0.7200 6.4504 0.6509
0.2893 -2.4069 1.2000 -12.9383 1.1996 0.8851 7.4010 0.5750
0.1203 0.0827 1.9437 8.5667 1.9478 1.2561 9.5572 0.3917
0.2163 -10.7097 1.5132 13.8060 1.5136 1.1142 8.7260 0.4698
0.2347 -5.0639 3.2266 -11.6498 3.2143 1.4225 11.1363 0.2051
0.1157 -10.5524 1.0957 -7.1120 1.0954 0.6484 6.0447 0.6844
0.0574 3.4688 1.1350 9.3633 1.1320 0.7503 6.6088 0.6380
0.2945 3.3967 1.0796 -4.7530 1.0781 0.5866 5.6675 0.7157
0.0553 13.0504 1.1247 0.5907 1.1230 0.7244 6.4737 0.6490
0.2327 -6.3685 1.1412 7.1973 1.1397 0.7650 6.6890 0.6316
0.1978 2.7627 1.1381 2.7796 1.1359 0.7577 6.6492 0.6348
0.2862 0.9734 1.0612 -5.6598 1.0518 0.4875 4.8012 0.7805
0.2603 15.0557 3.1966 21.3081 3.2062 1.4076 10.9796 0.2191
0.1255 12.5354 1.8453 -6.5250 1.8517 1.2355 9.4255 0.4055
0.0995 2.9671 3.2033 -14.5338 3.2080 1.4108 11.0148 0.2158
0.2347 4.9250 1.0596 0.0922 1.0451 0.4772 4.6762 0.7880
0.2790 -7.9076 1.0708 8.0411 1.0739 0.5417 5.3326 0.7427
0.2180 -4.6116 2.1752 -4.7530 2.1765 1.3014 9.8536 0.3590
0.2205 -8.7900 1.1416 6.8906 1.1402 0.7658 6.6939 0.6312
0.2650 1.5249 1.3342 -15.0309 1.3338 1.0053 8.1219 0.5191
0.2870 10.3310 1.0574 2.6003 1.0381 0.4480 4.2918 0.8073
0.2163 7.4151 1.7813 15.3809 1.7880 1.2178 9.3161 0.4165
0.1544 -19.7916 1.1346 -0.1186 1.1316 0.7495 6.6044 0.6383
0.2489 -9.2527 1.4618 -8.7916 1.4605 1.0931 8.6055 0.4801
0.2353 -12.0018 1.0602 -11.8771 1.0473 0.4805 4.7174 0.7856
0.2675 -20.0057 2.1268 7.2217 2.1275 1.2936 9.7986 0.3654
0.2835 -9.3163 3.2068 -5.6136 3.2090 1.4125 11.0327 0.2141
0.2305 -18.2708 1.6412 -14.8616 1.6458 1.1666 9.0174 0.4445
0.1673 7.5922 1.2456 2.1568 1.2407 0.9311 7.6814 0.5534
0.2645 -9.6652 1.3421 7.8261 1.3425 1.0122 8.1584 0.5162
0.2794 -1.4947 1.1479 12.5737 1.1480 0.7807 6.7754 0.6246
0.0523 7.2856 1.0760 -11.1981 1.0772 0.5678 5.5362 0.7265
0.2613 7.2352 1.0800 -2.6534 1.0782 0.5889 5.6823 0.7145
0.2963 -5.7527 1.5814 -8.8205 1.5842 1.1425 8.8823 0.4564
0.2351 5.2094 1.0644 1.7272 1.0637 0.5081 5.0351 0.7649
0.2595 -8.8454 1.2454 4.6742 1.2405 0.9309 7.6800 0.5535
0.1456 -1.7044 2.1613 -5.6612 2.1624 1.2992 9.8378 0.3609
0.2282 0.1229 1.4160 1.2136 1.4158 1.0636 8.4383 0.4940
0.2519 14.6729 1.1139 0.8509 1.1140 0.6988 6.3321 0.6607
0.2576 0.4106 2.0945 1.5724 2.0953 1.2878 9.7592 0.3699
0.1985 -2.2148 1.2803 5.9560 1.2748 0.9629 7.8718 0.5387
0.1936 -4.7364 1.7957 6.1477 1.8026 1.2228 9.3468 0.4134
0.2709 -7.8906 1.3978 1.1435 1.3980 1.0517 8.3717 0.4994
0.2345 10.2924 1.2947 -15.7457 1.2906 0.9740 7.9388 0.5334
0.2114 5.4513 1.0782 6.1611 1.0777 0.5789 5.6165 0.7199
0.2364 -3.5662 1.7002 -6.6758 1.7057 1.1886 9.1432 0.4330
0.2876 5.6229 1.0718 1.2309 1.0756 0.5477 5.3819 0.7389
0.2836 1.6478 1.0614 -1.3097 1.0527 0.4890 4.8185 0.7794
0.2815 -6.2266 1.0574 -6.4097 1.0382 0.4485 4.3003 0.8069
0.2916 2.6623 1.2189 15.7698 1.2167 0.9037 7.5173 0.5659
0.1854 13.0603 1.0624 4.2920 1.0565 0.4951 4.8904 0.7748
0.0592 11.1237 2.8857 -1.7669 2.9254 1.3786 10.6304 0.2574
0.2026 -3.7860 1.0724 -5.4774 1.0764 0.5511 5.4086 0.7368
0.2570 -4.7747 1.0702 9.3193 1.0729 0.5381 5.3032 0.7450
0.2310 -4.1589 3.2245 21.6419 3.2138 1.4215 11.1255 0.2060
0.2538 -5.9026 1.0943 -2.9330 1.0935 0.6435 6.0163 0.6868
0.2148 -5.0957 3.2222 4.2998 3.2131 1.4203 11.1133 0.2070
0.2930 9.0538 1.0581 -7.2951 1.0400 0.4592 4.4483 0.8001
0.2773 0.8871 1.1507 -7.6334 1.1515 0.7873 6.8117 0.6217
0.0673 -10.2431 2.6940 3.4264 2.7272 1.3632 10.4307 0.2834
0.1620 14.3071 1.1379 -5.6476 1.1357 0.7573 6.6471 0.6349
0.2537 3.5804 1.0574 -0.5501 1.0371 0.4412 4.1710 0.8123
0.2348 -1.6075 1.1646 3.5792 1.1686 0.8196 6.9896 0.6072
0.2898 5.6071 1.1655 4.7734 1.1696 0.8215 7.0016 0.6063
0.1884 4.2271 3.0526 -19.7389 3.0795 1.3917 10.7961 0.2379
0.2113 15.3636 1.0612 4.7511 1.0517 0.4874 4.8007 0.7805
0.1902 6.4805 1.0891 14.7477 1.0867 0.6258 5.9131 0.6953
0.2867 -15.5874 2.6849 -11.3024 2.7169 1.3624 10.4208 0.2847
0.2543 6.2975 1.0577 0.9130 1.0370 0.4400 4.1449 0.8133
0.2787 14.0563 1.1419 -1.5380 1.1405 0.7665 6.6976 0.6309
0.1249 4.3390 1.1481 -1.5301 1.1483 0.7812 6.7778 0.6244
0.2849 -14.4241 2.3141 3.6293 2.3171 1.3220 10.0111 0.3397
0.2436 0.3798 1.5278 12.6126 1.5287 1.1202 8.7594 0.4670
0.2746 -1.5089 1.3516 -7.1866 1.3529 1.0204 8.2027 0.5128
0.2826 2.0217 1.4736 5.4757 1.4727 1.0983 8.6352 0.4776
0.2854 -3.0103 2.5800 0.4142 2.5986 1.3528 10.3072 0.3003
0.1205 -12.0078 1.3881 -8.4851 1.3886 1.0452 8.3365 0.5022
0.2553 17.1743 1.6262 -9.5737 1.6305 1.1609 8.9850 0.4474
0.0760 -4.1214 1.0596 6.4596 1.0365 0.4363 3.9760 0.8194
0.2369 19.6396 1.7794 4.8576 1.7860 1.2171 9.3120 0.4169
0.2725 -2.1589 1.0572 -5.6483 1.0376 0.4454 4.2485 0.8091
0.1610 1.6641 1.1982 -4.8966 1.1980 0.8832 7.3889 0.5760
0.2774 -3.9577 1.3146 5.0124 1.3124 0.9893 8.0312 0.5262
0.2583 4.0017 1.8584 -4.2746 1.8644 1.2383 9.4430 0.4037
0.1460 -27.4189 2.0933 14.8235 2.0941 1.2876 9.7576 0.3701
0.1837 -1.2089 1.8252 6.7217 1.8320 1.2312 9.3986 0.4082
0.2360 -9.5355 3.0235 -11.0843 3.0526 1.3894 10.7673 0.2412
0.1258 -27.4855 1.9964 5.1547 1.9993 1.2675 9.6277 0.3843
0.2131 7.6689 1.1456 4.7514 1.1451 0.7752 6.7451 0.6271
0.2885 1.1177 1.1611 0.6108 1.1644 0.8116 6.9452 0.6108
0.2396 2.1365 2.5591 -4.6812 2.5750 1.3508 10.2846 0.3034
0.1531 3.7511 2.7541 3.5691 2.7950 1.3683 10.4958 0.2747
0.1695 12.4009 1.7879 11.5889 1.7947 1.2201 9.3302 0.4151
0.2399 13.2736 2.8422 -2.0726 2.8853 1.3753 10.5872 0.2628
0.2590 -4.1457 1.1124 -7.9342 1.1128 0.6953 6.3124 0.6624
0.2294 -11.3946 1.0640 7.4488 1.0630 0.5063 5.0155 0.7663
0.1122 -0.8175 1.0712 5.5978 1.0746 0.5440 5.3520 0.7412
0.2773 0.4751 1.2201 -2.9732 1.2177 0.9049 7.5247 0.5653
0.2250 -2.6614 1.0589 5.7455 1.0367 0.4367 4.0391 0.8172
0.2256 -2.9758 1.4264 4.7224 1.4260 1.0703 8.4764 0.4908
0.1588 18.0154 1.0739 -3.0353 1.0768 0.5578 5.4607 0.7326
0.2923 -4.9676 1.1503 -8.8269 1.1510 0.7863 6.8059 0.6221
0.2178 -5.8615 1.9768 6.8339 1.9802 1.2633 9.6015 0.3871
0.0739 -2.3681 2.1302 -1.4694 2.1310 1.2942 9.8026 0.3650
0.2201 -12.0088 1.0759 -3.6640 1.0772 0.5673 5.5328 0.7267
0.2861 -4.0815 1.0784 1.7149 1.0778 0.5802 5.6253 0.7192
0.1857 5.8094 1.3274 13.2361 1.3264 0.9994 8.0903 0.5215
0.2931 14.1046 1.0707 3.3877 1.0737 0.5409 5.3260 0.7433
0.2162 1.0657 1.0692 21.3565 1.0713 0.5325 5.2563 0.7486
0.1222 -8.4708 1.3368 6.8399 1.3367 1.0076 8.1341 0.5181
0.2349 -6.4829 1.0784 8.1026 1.0778 0.5797 5.6219 0.7194
0.1447 -1.6048 1.3187 4.6566 1.3169 0.9924 8.0502 0.5247
0.2244 -16.8995 2.7783 6.5661 2.8223 1.3704 10.5220 0.2712
0.1682 -1.1723 1.0588 -2.4863 1.0367 0.4368 4.0484 0.8169
0.0861 -11.3105 1.2406 -16.9224 1.2362 0.9260 7.6506 0.5557
0.2215 0.5408 1.1696 -1.9066 1.1732 0.8293 7.0500 0.6025
0.1867 13.2051 3.1725 -21.9364 3.1902 1.4018 10.9153 0.2254
0.1929 -9.4529 2.3950 -14.4746 2.3989 1.3326 10.1029 0.3279
0.2186 -19.6828 1.1745 7.1697 1.1774 0.8385 7.1077 0.5981
0.2112 1.9021 1.0662 5.6254 1.0665 0.5168 5.1178 0.7589
0.2552 -5.0395 1.0600 -12.6010 1.0468 0.4798 4.7078 0.7862
0.2415 9.4547 1.0721 -10.2087 1.0760 0.5493 5.3944 0.7379
0.1918 6.2878 1.1329 -6.3818 1.1299 0.7454 6.5822 0.6401
0.2833 21.2332 1.1494 0.3064 1.1498 0.7841 6.7939 0.6231
0.2256 19.9185 1.4394 2.1442 1.4386 1.0787 8.5237 0.4869
0.0380 5.3045 3.2184 21.3541 3.2121 1.4183 11.0934 0.2087
0.1033 6.0359 1.0689 -6.6651 1.0709 0.5313 5.2462 0.7494
0.2015 8.4358 1.2746 -5.7123 1.2686 0.9585 7.8457 0.5407
0.2103 -0.6206 1.0818 -2.6039 1.0786 0.5990 5.7479 0.7091
0.1938 -2.5943 1.0578 -1.1588 1.0370 0.4396 4.1352 0.8137
0.2000 -5.2532 1.0601 -0.1267 1.0364 0.4371 3.9328 0.8208
0.1615 0.4201 1.1219 7.2531 1.1207 0.7176 6.4369 0.6520
0.1477 -9.9290 1.1963 -9.9465 1.1963 0.8796 7.3658 0.5778
0.2535 -5.8850 1.1495 2.7666 1.1500 0.7844 6.7957 0.6230
0.1386 6.8306 1.0768 -1.6743 1.0774 0.5718 5.5654 0.7241
0.2956 -13.6999 1.2457 -6.8859 1.2408 0.9312 7.6820 0.5533
0.1283 -5.2659 2.7843 11.2337 2.8290 1.3708 10.5284 0.2704
0.2762 2.6266 1.1161 0.1377 1.1159 0.7040 6.3614 0.6583
0.1855 -1.8502 1.0756 0.3938 1.0771 0.5658 5.5213 0.7277
0.2663 -7.4841 1.0584 -12.0548 1.0406 0.4639 4.5088 0.7971
0.2759 3.7910 1.1457 -4.4163 1.1452 0.7754 6.7463 0.6270
0.2697 -3.6432 2.1219 7.6625 2.1226 1.2928 9.7931 0.3661
0.1181 4.9753 1.0577 -0.9258 1.0391 0.4534 4.3711 0.8038
0.2837 -4.3924 1.0898 -3.5113 1.0876 0.6282 5.9273 0.6942
0.2905 5.5734 2.0650 7.5422 2.0665 1.2819 9.7196 0.3743
0.2549 -8.7160 1.0668 1.9888 1.0675 0.5200 5.1466 0.7568
0.0389 -4.2916 1.0664 -4.5832 1.0669 0.5179 5.1274 0.7582
0.1895 7.1782 2.4541 11.0625 2.4588 1.3398 10.1700 0.3189
0.1772 7.8348 1.0659 -3.5231 1.0660 0.5152 5.1025 0.7601
0.2847 5.2651 1.0687 -5.1352 1.0705 0.5300 5.2346 0.7503
0.2772 4.7876 1.2823 11.2879 1.2770 0.9644 7.8813 0.5379
0.2822 -6.6599 1.0585 3.0886 1.0409 0.4656 4.5302 0.7960
0.2363 4.4848 1.2236 6.2142 1.2209 0.9085 7.5463 0.5637
0.2630 3.8407 1.0705 -7.2117 1.0734 0.5400 5.3192 0.7438
0.1074 -5.2774 3.0241 -17.3499 3.0532 1.3894 10.7679 0.2411
0.1245 9.9909 2.4849 7.3500 2.4914 1.3432 10.2043 0.3143
0.1689 -9.1716 2.8292 -9.5833 2.8733 1.3744 10.5743 0.2645
0.2749 16.6942 1.6659 -16.1197 1.6709 1.1759 9.0700 0.4397
0.1387 -3.6610 1.7192 -10.9262 1.7249 1.1955 9.1836 0.4292
0.1483 4.4047 1.6269 -4.8004 1.6313 1.1612 8.9867 0.4473
0.2943 -4.2198 1.1158 2.1336 1.1157 0.7034 6.3579 0.6586
0.2832 5.0446 1.1290 -19.0003 1.1266 0.7357 6.5302 0.6443
0.2637 -24.0151 3.2005 -5.1026 3.2072 1.4094 10.9999 0.2172
0.1711 -1.2031 1.0574 0.8577 1.0371 0.4414 4.1739 0.8122
0.2613 3.5322 1.1964 6.7569 1.1965 0.8798 7.3676 0.5777
0.2291 2.5463 1.0793 10.5779 1.0780 0.5849 5.6563 0.7166
0.2023 -8.5829 1.1292 9.8596 1.1268 0.7364 6.5336 0.6440
0.1679 -3.1357 1.0880 2.4887 1.0853 0.6223 5.8919 0.6971
0.2295 -21.1154 3.1903 -5.8788 3.2045 1.4046 10.9465 0.2223
0.2014 -1.9242 1.1327 -0.7827 1.1297 0.7450 6.5799 0.6403
0.2759 7.0526 1.0711 -4.3132 1.0744 0.5435 5.3474 0.7416
0.1949 -1.9466 2.0519 -0.9922 2.0536 1.2792 9.7021 0.3763
0.1695 -9.9163 1.0973 -6.0232 1.0976 0.6540 6.0771 0.6817
0.1833 -7.5184 2.7744 -2.1866 2.8178 1.3700 10.5177 0.2718
0.2435 -6.4502 1.6986 20.5936 1.7040 1.1880 9.1397 0.4333
0.1894 9.6824 1.1426 2.6541 1.1414 0.7682 6.7069 0.6301
0.0911 3.8716 1.6846 -8.3460 1.6899 1.1828 9.1100 0.4361
0.2492 -9.7415 3.0199 0.0770 3.0493 1.3891 10.7636 0.2416
0.2650 -3.3795 1.4362 -3.4026 1.4355 1.0766 8.5120 0.4879
0.2830 -1.0557 3.0559 -8.2835 3.0826 1.3920 10.7995 0.2376
0.2181 -4.6416 1.7666 2.4407 1.7731 1.2126 9.2849 0.4195
0.1921 11.3525 1.0606 -8.8216 1.0491 0.4834 4.7519 0.7835
0.0815 -15.1596 1.1955 -10.0550 1.1956 0.8780 7.3560 0.5786
0.1456 -1.6308 1.0839 -3.0534 1.0799 0.6088 5.8096 0.7039
0.1407 -0.2726 2.8871 11.2287 2.9267 1.3787 10.6318 0.2572
0.1779 0.3640 2.3839 -0.4888 2.3877 1.3312 10.0904 0.3295
0.0835 -5.4685 1.6516 0.7397 1.6563 1.1705 9.0395 0.4425
0.2724 4.3267 1.4995 -25.7887 1.4994 1.1087 8.6945 0.4725
0.2961 -4.3765 1.0595 -3.1261 1.0444 0.4761 4.6633 0.7888
0.1465 -10.0120 1.0578 -2.2062 1.0393 0.4548 4.3899 0.8029
0.1156 -16.4803 1.0620 3.5402 1.0549 0.4926 4.8613 0.7767
0.2670 -6.3186 1.1606 2.5238 1.1637 0.8104 6.9386 0.6114
0.1088 -3.0001 1.1123 -5.5138 1.1127 0.6952 6.3119 0.6624
0.1875 14.6581 2.5912 4.2735 2.6113 1.3539 10.3194 0.2986
0.2028 18.7951 1.8279 11.2479 1.8346 1.2318 9.4021 0.4079
0.2923 -6.0653 2.4300 -5.8768 2.4344 1.3369 10.1427 0.3226
0.1025 -4.2631 1.1425 4.9340 1.1413 0.7680 6.7054 0.6302
0.1913 3.1852 2.2325 0.9740 2.2345 1.3102 9.9186 0.3512
0.1074 -11.4260 1.0572 8.0969 1.0371 0.4422 4.1899 0.8115
0.2893 10.0351 1.6241 10.2152 1.6283 1.1600 8.9802 0.4478
0.1907 -6.6126 1.2871 -1.7914 1.2823 0.9681 7.9034 0.5362
0.2892 -15.3805 3.2329 0.6653 3.2160 1.4258 11.1693 0.2024
0.1578 -1.9258 1.2526 -4.1442 1.2470 0.9383 7.7242 0.5501
0.2554 7.0999 1.1519 7.3266 1.1530 0.7901 6.8270 0.6204
0.2957 -11.4969 1.1875 10.8253 1.1887 0.8631 7.2618 0.5860
0.2765 -2.3677 1.0709 -3.3192 1.0741 0.5425 5.3394 0.7422
0.0496 17.9059 1.4526 -7.1994 1.4515 1.0872 8.5719 0.4829
0.2590 -10.3083 1.2969 1.6557 1.2930 0.9757 7.9490 0.5326
0.2379 11.1177 2.9555 12.8044 2.9899 1.3840 10.6997 0.2490
0.2648 -9.6989 1.1434 -3.7637 1.1424 0.7701 6.7173 0.6293
0.0387 -4.1483 1.0588 0.7100 1.0416 0.4706 4.5941 0.7926
0.0640 -2.8152 1.0576 9.2826 1.0387 0.4509 4.3358 0.8054
0.2652 9.8748 2.5747 14.6165 2.5926 1.3523 10.3014 0.3011
0.2102 4.9610 3.1668 -14.0509 3.1849 1.4013 10.9096 0.2259
0.2626 -0.2212 1.0631 7.5561 1.0597 0.5004 4.9501 0.7708
0.2044 -10.7864 1.1071 -17.2038 1.1084 0.6831 6.2434 0.6681
0.2556 15.9703 1.0585 0.4144 1.0410 0.4664 4.5409 0.7955
0.2847 -5.2615 1.4627 -17.7018 1.4614 1.0937 8.6090 0.4798
0.2695 -7.0728 2.5651 16.1401 2.5819 1.3514 10.2912 0.3025
0.2678 -4.9549 2.5271 -14.1043 2.5390 1.3476 10.2499 0.3081
0.2462 -13.9597 1.0815 -3.6912 1.0785 0.5969 5.7344 0.7102
0.1961 9.0672 1.1555 8.6395 1.1574 0.7984 6.8726 0.6167
0.1672 -2.5931 2.1293 18.2194 2.1300 1.2940 9.8015 0.3651
0.1433 2.5371 2.1105 7.4686 2.1111 1.2909 9.7802 0.3675
0.2463 9.5148 2.6484 -1.2626 2.6757 1.3592 10.3813 0.2901
0.1824 9.2111 1.0916 -20.9496 1.0899 0.6341 5.9619 0.6913
0.1731 -2.2630 2.8629 10.7707 2.9044 1.3769 10.6078 0.2602
0.2598 4.4204 1.3635 -11.3451 1.3646 1.0286 8.2465 0.5093
0.2548 -8.6121 1.1054 1.5866 1.1070 0.6791 6.2210 0.6699
0.0693 -9.7805 1.1220 9.9265 1.1208 0.7180 6.4394 0.6518
0.1708 11.6529 2.5111 -0.0873 2.5209 1.3460 10.2326 0.3105
0.1478 -12.7689 1.1000 -3.2566 1.1010 0.6631 6.1296 0.6774
0.2200 8.3950 1.0728 -15.5348 1.0765 0.5526 5.4207 0.7358
0.2054 -4.7721 1.0571 -6.3066 1.0374 0.4442 4.2274 0.8100
0.2616 -12.9476 1.0879 -2.6181 1.0851 0.6217 5.8886 0.6974
0.0846 -5.7076 1.2423 3.8091 1.2377 0.9278 7.6612 0.5549
0.2657 -6.0634 1.6337 14.7622 1.6382 1.1638 9.0014 0.4459
0.2892 6.6540 1.5664 2.2776 1.5687 1.1363 8.8480 0.4594
0.2764 -7.3151 2.0217 -3.4208 2.0242 1.2729 9.6617 0.3807
0.2368 0.0639 1.6816 9.4349 1.6868 1.1817 9.1036 0.4367
0.1102 -22.3994 1.6276 -1.3951 1.6320 1.1615 8.9883 0.4471
0.2216 3.0708 1.2041 -0.3490 1.2033 0.8891 7.4260 0.5731
0.2702 -1.3663 1.0844 -2.3344 1.0805 0.6105 5.8200 0.7031
0.2013 5.9768 1.9493 0.2419 1.9533 1.2573 9.5647 0.3909
0.0961 11.7181 1.1928 15.2172 1.1933 0.8731 7.3249 0.5811
0.1675 -4.2921 1.0604 -11.0920 1.0483 0.4822 4.7371 0.7844
0.1498 -14.1281 1.0596 -12.1098 1.0449 0.4768 4.6716 0.7883
0.2017 -10.2899 1.0937 3.0516 1.0927 0.6414 6.0041 0.6878
0.1773 6.4816 3.0148 -7.5860 3.0446 1.3887 10.7586 0.2421
0.0991 4.0223 1.0725 4.4112 1.0764 0.5514 5.4108 0.7366
0.2525 -8.2312 1.3978 9.5195 1.3980 1.0517 8.3718 0.4994
0.1139 -1.3215 1.1435 -7.8930 1.1426 0.7704 6.7187 0.6292
0.1993 18.4423 3.2285 6.8179 3.2149 1.4235 11.1464 0.2042
0.2402 5.5182 1.0575 6.0846 1.0370 0.4408 4.1626 0.8126
0.2055 2.6640 1.3756 6.2468 1.3763 1.0368 8.2906 0.5059
0.2233 -2.2002 1.0843 5.7984 1.0805 0.6103 5.8186 0.7032
0.2934 5.9998 3.2006 -12.5381 3.2073 1.4095 11.0004 0.2171
0.2767 12.4776 1.0932 -6.4180 1.0920 0.6396 5.9937 0.6887
0.2955 -5.6268 1.0580 -4.0088 1.0398 0.4580 4.4320 0.8009
0.2796 6.4160 2.2915 16.3354 2.2941 1.3188 9.9855 0.3430
0.2573 0.6441 1.1417 3.5366 1.1403 0.7660 6.6948 0.6311
0.2449 10.7838 2.3644 -5.9671 2.3680 1.3287 10.0682 0.3324
0.1281 -10.8476 1.1968 0.3993 1.1968 0.8805 7.3715 0.5774
0.2965 6.8098 2.0735 -4.7507 2.0748 1.2836 9.7310 0.3731
0.1319 -2.9622 1.0665 -0.1464 1.0670 0.5184 5.1324 0.7579
0.2223 -5.4661 1.0884 -10.2534 1.0858 0.6236 5.9000 0.6964
0.0637 -5.1197 2.1898 9.5404 2.1913 1.3037 9.8702 0.3571
0.2824 4.3693 1.0590 2.4582 1.0426 0.4734 4.6294 0.7907
0.2849 3.0291 1.1738 1.7018 1.1768 0.8373 7.0999 0.5987
0.2290 -4.2350 1.0827 -2.2574 1.0788 0.6038 5.7782 0.7065
0.2301 0.8638 1.4607 -15.3347 1.4595 1.0925 8.6018 0.4804
0.2251 -2.6254 1.1602 -13.3958 1.1632 0.8095 6.9336 0.6118
0.1492 9.8159 1.1233 0.2056 1.1219 0.7210 6.4562 0.6504
0.1535 -7.6015 1.0574 7.9378 1.0371 0.4412 4.1704 0.8123
0.1660 0.5849 3.2113 -2.3501 3.2102 1.4148 11.0565 0.2120
0.1097 -6.6216 1.2604 -4.0043 1.2540 0.9463 7.7723 0.5464
0.2148 -15.6400 1.0625 -11.1154 1.0573 0.4964 4.9048 0.7738
0.2655 -5.6873 1.0700 5.3798 1.0727 0.5373 5.2962 0.7456
0.2534 5.2593 2.0051 15.1329 2.0079 1.2694 9.6394 0.3831
0.1985 3.0650 1.2302 -10.9289 1.2268 0.9153 7.5868 0.5606
0.2774 3.4947 1.0696 -8.4587 1.0720 0.5349 5.2762 0.7471
0.1955 -4.8053 3.0245 22.2909 3.0536 1.3894 10.7683 0.2410
0.2078 -30.1143 2.1491 -11.3960 2.1501 1.2972 9.8240 0.3625
0.2125 -2.3618 1.2977 20.9630 1.2939 0.9763 7.9527 0.5324
